,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycle_Glass,Recycle_Metal,Recycle_Paper,Recycle_Plastic,Cook_Airfryer,Cook_Grill,Cook_Microwave,Cook_Oven,Cook_Stove
8128,overweight,male,vegetarian,more frequently,electricity,public,bus,often,90,never,1193,small,6,10,12,14,1,829,1,1,1,0,0,0,1,0,0
8129,normal,male,vegetarian,twice a day,coal,walk/bicycle,none,never,282,never,5,small,5,17,47,3,1,1380,1,1,1,1,1,1,0,1,0
8130,overweight,male,pescatarian,less frequently,coal,walk/bicycle,none,often,109,rarely,3,medium,2,0,2,19,2,1334,1,1,0,1,1,1,0,1,0
8131,overweight,male,vegan,less frequently,wood,private,electric,often,291,rarely,4605,extra large,7,4,16,21,1,2333,1,0,1,1,1,1,0,0,0
8132,underweight,female,vegetarian,twice a day,wood,walk/bicycle,none,never,292,very frequently,82,medium,1,9,9,24,2,1690,1,1,1,0,1,1,1,1,1
8133,obese,female,vegan,daily,wood,private,lpg,never,83,never,6760,extra large,3,24,25,5,0,3296,0,0,1,0,0,0,0,0,1
8134,normal,female,pescatarian,less frequently,natural gas,walk/bicycle,none,never,167,frequently,97,small,7,22,26,22,2,1698,0,1,0,1,1,1,1,1,0
8135,normal,male,vegetarian,more frequently,natural gas,public,bus,sometimes,221,rarely,1046,small,5,13,48,14,2,1527,1,1,1,1,0,0,0,0,0
8136,underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,none,sometimes,253,never,85,large,3,20,40,2,1,1316,0,0,1,1,0,0,1,0,1
8137,underweight,male,vegetarian,less frequently,natural gas,private,petrol,sometimes,247,frequently,4351,medium,1,15,21,0,1,2994,1,1,0,1,0,0,1,0,0
8138,underweight,male,pescatarian,daily,natural gas,private,lpg,often,161,rarely,9111,extra large,2,21,24,12,1,3907,0,0,1,0,0,0,1,0,1
8139,obese,female,pescatarian,daily,electricity,private,diesel,never,148,frequently,8233,small,5,0,13,9,2,3851,0,0,0,0,1,1,0,1,1
8140,obese,male,omnivore,more frequently,coal,public,bus,never,240,frequently,563,large,6,12,36,4,1,3008,0,1,1,1,0,0,0,0,1
8141,underweight,male,omnivore,twice a day,natural gas,walk/bicycle,none,sometimes,256,rarely,86,large,4,14,47,22,1,2135,0,1,0,0,1,1,0,1,0
8142,normal,male,pescatarian,daily,natural gas,public,bus,often,170,rarely,865,large,1,0,15,0,1,1367,0,0,0,1,1,1,0,0,1
8143,underweight,female,pescatarian,less frequently,coal,private,lpg,never,281,rarely,4459,extra large,1,9,49,17,2,2582,1,0,1,0,0,0,0,1,0
8144,underweight,male,omnivore,daily,coal,walk/bicycle,none,never,188,rarely,35,medium,3,14,22,24,2,1454,1,1,1,0,1,1,0,0,0
8145,obese,male,pescatarian,more frequently,electricity,walk/bicycle,none,never,192,rarely,77,extra large,4,14,15,18,1,1790,0,0,1,0,0,0,1,1,1
8146,obese,female,pescatarian,daily,electricity,private,petrol,sometimes,257,never,5372,medium,4,9,8,7,2,2945,1,1,0,0,1,1,1,0,1
8147,obese,female,vegetarian,twice a day,wood,public,bus,often,70,frequently,161,small,6,2,43,0,0,2181,1,1,0,0,0,0,1,0,0
8148,normal,female,vegan,daily,coal,walk/bicycle,none,often,61,very frequently,0,large,2,3,11,13,1,2095,1,1,0,1,0,0,0,1,1
8149,obese,female,vegan,daily,coal,walk/bicycle,none,often,136,rarely,41,medium,5,3,0,21,0,1660,1,0,0,1,1,1,1,1,1
8150,obese,male,pescatarian,daily,coal,private,hybrid,never,224,frequently,8842,extra large,6,7,19,10,1,4497,1,1,0,1,1,1,1,0,1
8151,obese,male,pescatarian,less frequently,coal,walk/bicycle,none,never,154,very frequently,81,small,1,15,14,17,1,3003,1,0,1,0,1,1,0,0,1
8152,overweight,male,omnivore,less frequently,natural gas,public,bus,sometimes,218,very frequently,14,extra large,3,23,41,10,0,3672,1,1,0,0,1,1,0,1,1
8153,normal,male,vegetarian,more frequently,wood,public,bus,often,63,never,1580,medium,3,6,17,11,1,1048,1,1,1,1,1,1,1,1,1
8154,normal,male,vegan,more frequently,natural gas,walk/bicycle,none,never,268,very frequently,88,extra large,5,17,26,9,0,2778,0,1,1,1,0,0,1,1,1
8155,obese,male,omnivore,twice a day,natural gas,walk/bicycle,none,sometimes,85,very frequently,17,large,7,0,3,12,0,3015,1,1,1,0,0,0,0,0,1
8156,underweight,male,omnivore,twice a day,electricity,private,diesel,never,241,frequently,7435,medium,7,18,37,21,0,3916,1,0,0,1,0,0,1,1,0
8157,underweight,female,vegan,daily,coal,public,bus,often,115,never,1610,large,3,3,4,4,1,818,1,1,1,1,1,1,0,0,0
8158,overweight,female,pescatarian,more frequently,electricity,walk/bicycle,none,often,296,very frequently,78,large,4,4,30,17,1,2729,1,1,0,1,1,1,0,1,0
8159,obese,female,omnivore,less frequently,electricity,walk/bicycle,none,never,170,never,85,large,6,15,38,10,2,1625,1,0,0,1,0,0,1,1,0
8160,obese,female,vegan,twice a day,electricity,private,diesel,often,255,rarely,8772,small,4,5,5,24,0,3306,0,0,1,1,1,1,0,0,1
8161,overweight,female,vegetarian,less frequently,coal,private,petrol,sometimes,296,frequently,6813,medium,7,3,15,16,2,4773,0,0,0,1,0,0,0,0,1
8162,overweight,male,vegan,daily,wood,private,diesel,often,82,very frequently,5863,extra large,7,12,34,22,1,5750,0,0,0,0,0,0,0,1,0
8163,normal,female,vegan,twice a day,coal,walk/bicycle,none,sometimes,163,rarely,31,extra large,2,9,21,24,1,1392,1,1,0,1,1,1,1,0,0
8164,normal,male,pescatarian,twice a day,coal,private,electric,never,264,very frequently,3570,small,5,17,28,22,1,2937,1,1,0,0,0,0,1,1,1
8165,overweight,male,pescatarian,more frequently,coal,private,electric,sometimes,169,very frequently,8533,extra large,2,12,4,17,2,2618,1,1,0,1,1,1,1,0,0
8166,normal,male,omnivore,more frequently,electricity,walk/bicycle,none,often,169,frequently,93,extra large,3,8,43,5,1,2388,0,1,0,0,1,1,1,1,1
8167,obese,male,vegan,twice a day,electricity,private,petrol,sometimes,145,rarely,8840,small,1,11,42,18,0,5392,1,0,1,0,0,0,1,1,1
8168,normal,male,vegan,twice a day,wood,private,petrol,often,132,very frequently,8860,large,3,17,31,23,0,5816,1,1,0,0,1,1,0,1,1
8169,overweight,female,vegan,less frequently,coal,private,diesel,sometimes,279,frequently,586,small,1,5,15,9,2,1818,0,1,0,0,0,0,0,1,0
8170,obese,male,omnivore,more frequently,coal,private,petrol,sometimes,170,frequently,2834,large,6,4,25,9,1,4403,0,0,1,1,0,0,0,1,1
8171,obese,female,vegan,less frequently,natural gas,private,electric,often,182,never,2850,medium,1,9,45,2,0,1586,0,0,0,0,0,0,0,1,1
8172,underweight,male,vegetarian,twice a day,wood,private,hybrid,sometimes,253,never,7829,extra large,2,6,25,17,0,2448,1,1,1,0,1,1,1,1,1
8173,underweight,male,pescatarian,twice a day,electricity,walk/bicycle,none,never,66,frequently,57,small,5,15,29,11,1,1393,1,0,1,1,1,1,0,0,0
8174,obese,male,omnivore,more frequently,wood,public,bus,never,257,rarely,708,small,7,21,24,0,0,2071,1,0,0,1,0,0,0,1,0
8175,normal,male,pescatarian,daily,natural gas,private,hybrid,sometimes,106,never,2765,medium,6,21,45,24,0,2083,1,1,0,1,0,0,0,0,1
8176,overweight,male,pescatarian,twice a day,wood,walk/bicycle,none,often,79,never,8,large,1,20,16,19,1,1069,1,0,1,1,0,0,1,1,1
8177,underweight,female,vegetarian,less frequently,wood,walk/bicycle,none,never,125,rarely,56,small,5,8,10,23,1,805,0,1,1,1,1,1,0,0,0
8178,normal,female,vegan,daily,wood,walk/bicycle,none,never,90,rarely,99,small,3,6,41,12,1,1045,1,1,0,1,0,0,0,0,0
8179,obese,male,pescatarian,daily,wood,private,diesel,sometimes,292,frequently,3730,extra large,1,14,39,1,2,3659,0,0,1,1,0,0,0,1,0
8180,obese,female,pescatarian,less frequently,natural gas,walk/bicycle,none,often,266,rarely,41,small,6,18,42,3,0,2051,1,0,0,1,0,0,1,1,0
8181,overweight,male,vegetarian,more frequently,wood,public,bus,never,219,rarely,1603,large,6,10,36,9,1,2163,0,1,0,1,0,0,1,1,0
8182,obese,female,vegetarian,twice a day,coal,walk/bicycle,none,often,299,very frequently,2,small,5,18,2,5,0,2787,0,1,0,1,1,1,1,0,0
8183,obese,female,vegan,less frequently,wood,public,bus,often,245,rarely,687,medium,5,7,46,14,2,1765,1,1,1,0,0,0,0,1,1
8184,overweight,female,vegan,more frequently,natural gas,walk/bicycle,none,sometimes,209,never,92,medium,3,6,10,5,1,809,1,0,1,1,1,1,0,1,0
8185,underweight,male,vegan,daily,coal,walk/bicycle,none,often,251,rarely,57,medium,7,18,7,24,1,1593,1,0,1,1,0,0,1,0,1
8186,obese,male,vegetarian,daily,natural gas,private,lpg,often,70,rarely,6019,extra large,3,20,46,21,0,4040,0,1,1,0,0,0,1,0,1
8187,obese,male,vegan,daily,natural gas,walk/bicycle,none,never,202,rarely,65,medium,7,23,25,18,0,1837,1,0,1,1,1,1,0,1,0
8188,normal,male,vegan,less frequently,coal,walk/bicycle,none,often,105,frequently,51,medium,7,19,47,18,1,2690,1,1,0,0,1,1,0,1,1
8189,overweight,female,vegetarian,more frequently,wood,walk/bicycle,none,never,253,frequently,52,small,1,6,33,4,2,1587,0,0,1,1,1,1,1,0,1
8190,obese,female,pescatarian,daily,natural gas,private,lpg,never,63,very frequently,6824,extra large,2,4,2,23,2,4082,0,1,0,0,0,0,0,0,0
8191,underweight,male,omnivore,twice a day,wood,private,diesel,never,182,frequently,3293,large,3,11,14,7,2,2629,0,0,1,1,0,0,1,1,0
8192,normal,female,vegetarian,twice a day,coal,private,hybrid,never,199,very frequently,6211,extra large,5,8,45,17,0,3700,1,1,1,1,0,0,0,1,0
8193,overweight,female,omnivore,more frequently,wood,walk/bicycle,none,often,83,very frequently,60,small,2,6,42,1,0,2732,0,0,0,1,1,1,0,1,1
8194,obese,female,vegetarian,daily,natural gas,walk/bicycle,none,never,132,very frequently,63,extra large,6,17,5,15,1,2946,1,0,0,1,0,0,0,1,1
8195,overweight,female,vegetarian,twice a day,electricity,private,lpg,often,250,never,9941,extra large,3,0,36,7,1,3703,1,0,0,1,0,0,1,0,1
8196,normal,female,vegetarian,daily,natural gas,public,bus,often,190,rarely,557,small,5,20,20,12,2,1243,0,0,1,0,1,1,0,0,0
8197,underweight,male,omnivore,daily,coal,private,lpg,often,64,never,4499,medium,6,24,30,24,1,2702,1,1,1,0,0,0,0,1,0
8198,overweight,female,omnivore,twice a day,wood,private,electric,often,246,never,8764,small,6,24,36,7,2,1815,0,0,0,1,1,1,1,1,1
8199,overweight,male,vegetarian,daily,natural gas,walk/bicycle,none,never,133,very frequently,70,small,3,5,11,16,1,2204,1,1,1,0,1,1,0,1,0
8200,obese,female,vegetarian,twice a day,coal,private,lpg,sometimes,227,very frequently,8786,extra large,4,20,24,2,2,5976,0,1,0,0,1,1,0,1,0
8201,underweight,male,vegan,twice a day,coal,public,bus,often,59,never,1991,small,2,14,0,12,1,1009,0,0,1,1,1,1,1,1,0
8202,obese,female,pescatarian,less frequently,natural gas,walk/bicycle,none,sometimes,270,frequently,34,medium,2,24,10,18,1,1641,1,1,1,0,0,0,1,1,0
8203,normal,male,pescatarian,more frequently,electricity,public,bus,never,214,very frequently,227,large,4,3,10,2,0,2085,1,1,1,1,1,1,1,1,0
8204,overweight,female,vegetarian,more frequently,natural gas,private,diesel,never,236,rarely,5063,medium,7,15,15,24,1,2833,1,0,0,0,0,0,0,1,1
8205,normal,female,vegan,more frequently,coal,walk/bicycle,none,sometimes,260,very frequently,47,extra large,2,19,31,10,2,2370,0,1,1,0,0,0,0,1,1
8206,underweight,female,vegan,more frequently,electricity,public,bus,never,276,rarely,1087,medium,7,21,13,1,2,1221,0,0,0,0,0,0,0,1,0
8207,underweight,male,pescatarian,more frequently,wood,public,bus,often,245,rarely,748,large,2,8,42,18,2,2088,0,0,0,1,1,1,0,1,1
8208,underweight,female,vegetarian,daily,electricity,public,bus,never,281,rarely,1006,extra large,7,22,37,22,2,1984,0,0,1,0,1,1,0,1,1
8209,overweight,female,vegan,twice a day,wood,walk/bicycle,none,never,92,frequently,6,medium,4,18,0,2,0,1378,1,0,0,1,0,0,1,1,1
8210,normal,female,omnivore,more frequently,electricity,walk/bicycle,none,never,113,rarely,65,small,6,23,36,10,1,1171,0,0,1,0,0,0,1,0,1
8211,obese,female,omnivore,less frequently,natural gas,walk/bicycle,none,never,78,rarely,59,small,2,22,49,17,0,1609,1,0,1,0,1,1,1,0,1
8212,obese,female,pescatarian,more frequently,natural gas,private,diesel,often,276,very frequently,3959,extra large,5,8,43,7,1,4662,1,1,0,0,1,1,1,0,1
8213,obese,male,vegetarian,daily,natural gas,public,bus,often,225,frequently,317,small,2,13,15,6,1,1847,1,0,1,1,1,1,1,0,1
8214,obese,female,vegetarian,twice a day,natural gas,public,bus,never,181,very frequently,547,extra large,7,15,39,9,0,3456,1,0,1,1,1,1,0,0,1
8215,obese,female,omnivore,less frequently,coal,walk/bicycle,none,often,135,rarely,7,extra large,2,20,9,12,1,1773,1,0,0,0,1,1,1,0,0
8216,obese,female,vegetarian,daily,natural gas,walk/bicycle,none,often,172,rarely,12,small,4,12,48,11,1,1706,1,1,0,1,0,0,1,0,0
8217,normal,male,vegetarian,daily,coal,walk/bicycle,none,often,73,very frequently,13,large,1,14,29,24,1,2696,0,1,1,1,0,0,1,0,0
8218,normal,male,vegetarian,less frequently,coal,walk/bicycle,none,sometimes,195,rarely,70,small,2,16,16,19,1,1258,0,1,0,1,0,0,0,1,0
8219,obese,female,omnivore,daily,coal,walk/bicycle,none,sometimes,85,very frequently,34,medium,2,9,8,11,0,2363,0,1,1,0,1,1,1,1,1
8220,normal,female,vegetarian,twice a day,electricity,walk/bicycle,none,sometimes,198,never,96,extra large,1,10,41,15,0,1162,0,0,0,1,1,1,1,1,0
8221,obese,female,vegan,less frequently,electricity,private,hybrid,never,124,never,6730,extra large,4,3,28,13,0,2207,1,1,1,1,1,1,0,1,0
8222,normal,female,omnivore,less frequently,coal,public,bus,never,144,never,248,extra large,7,2,29,7,0,2032,0,0,0,0,0,0,1,0,1
8223,overweight,male,vegan,more frequently,wood,public,bus,often,103,rarely,912,medium,5,16,47,13,0,2190,1,0,1,0,0,0,0,1,1
8224,normal,female,vegetarian,more frequently,wood,walk/bicycle,none,sometimes,251,never,25,small,6,2,14,4,0,952,1,0,1,0,0,0,1,1,0
8225,overweight,female,pescatarian,more frequently,coal,public,bus,sometimes,199,frequently,328,extra large,4,0,21,5,2,2312,0,0,1,0,1,1,0,0,1
8226,obese,female,vegetarian,less frequently,electricity,public,bus,sometimes,93,never,1406,extra large,4,17,18,5,2,1214,0,1,0,0,0,0,0,0,1
8227,normal,female,vegetarian,daily,wood,private,electric,often,163,rarely,3022,large,4,23,29,8,1,1509,1,0,1,1,1,1,1,0,1
8228,normal,male,vegetarian,twice a day,coal,public,bus,sometimes,215,rarely,1793,medium,2,12,34,16,0,1845,1,1,0,0,1,1,1,0,0
8229,underweight,male,pescatarian,less frequently,coal,private,electric,never,238,frequently,4674,small,4,13,25,1,1,1830,0,1,0,1,0,0,1,1,0
8230,overweight,female,pescatarian,twice a day,electricity,walk/bicycle,none,often,147,never,95,large,6,8,0,12,0,1132,0,1,0,1,1,1,0,1,0
8231,underweight,female,omnivore,more frequently,coal,private,petrol,never,172,never,5356,large,6,4,39,2,1,3219,0,0,1,0,0,0,0,1,0
8232,normal,male,vegan,less frequently,electricity,public,bus,sometimes,292,frequently,1819,large,2,16,46,14,1,2000,1,0,1,0,1,1,0,1,1
8233,obese,male,vegetarian,more frequently,natural gas,private,diesel,often,85,frequently,5474,medium,3,10,44,13,0,4061,1,1,1,1,1,1,0,1,0
8234,normal,male,vegan,less frequently,coal,public,bus,sometimes,256,frequently,1460,large,6,4,35,16,0,2976,0,0,0,0,0,0,0,0,1
8235,normal,female,vegan,daily,natural gas,walk/bicycle,none,often,249,never,70,small,4,5,5,17,2,927,1,0,0,1,1,1,1,1,1
8236,obese,male,vegetarian,more frequently,wood,private,hybrid,often,136,never,2859,extra large,1,16,27,22,1,1844,1,1,1,1,0,0,1,0,1
8237,overweight,male,pescatarian,less frequently,wood,public,bus,sometimes,294,very frequently,904,extra large,1,8,45,14,2,3246,0,0,0,0,1,1,0,0,0
8238,obese,female,vegan,daily,electricity,public,bus,often,157,frequently,722,small,3,18,26,3,0,1537,0,1,1,1,0,0,1,1,0
8239,underweight,female,omnivore,daily,electricity,public,bus,often,258,rarely,1672,small,1,10,6,2,0,975,0,0,1,0,0,0,1,0,0
8240,obese,male,pescatarian,more frequently,coal,public,bus,often,267,very frequently,661,medium,6,8,35,9,0,4132,0,0,1,0,1,1,1,0,1
8241,normal,female,omnivore,daily,wood,public,bus,sometimes,281,never,379,large,6,19,8,0,2,1302,1,1,0,1,1,1,1,0,1
8242,normal,male,pescatarian,twice a day,natural gas,private,lpg,often,263,frequently,1202,small,7,22,13,11,2,2214,0,1,1,0,1,1,1,1,0
8243,normal,male,vegetarian,more frequently,wood,public,bus,often,263,frequently,1747,medium,2,3,42,11,2,2189,0,0,1,1,0,0,0,0,1
8244,obese,male,vegetarian,more frequently,coal,public,bus,never,157,very frequently,1880,medium,4,16,49,13,0,4021,1,1,0,0,1,1,1,0,1
8245,obese,male,omnivore,daily,wood,walk/bicycle,none,never,280,rarely,51,extra large,5,22,47,2,2,2819,0,1,0,1,1,1,0,1,1
8246,obese,female,vegan,more frequently,wood,walk/bicycle,none,sometimes,95,never,92,extra large,2,8,0,3,2,897,0,1,0,0,0,0,0,1,1
8247,normal,female,omnivore,twice a day,coal,walk/bicycle,none,never,280,never,81,medium,1,19,18,17,2,1354,0,1,0,0,0,0,0,1,1
8248,underweight,female,vegan,twice a day,wood,public,bus,sometimes,59,very frequently,1886,medium,6,0,3,5,2,1885,1,0,0,0,0,0,0,1,0
8249,obese,female,vegetarian,twice a day,electricity,private,electric,never,109,rarely,9489,medium,5,23,18,6,2,942,1,1,1,0,0,0,1,1,1
8250,obese,male,vegetarian,daily,natural gas,public,bus,often,288,never,69,medium,1,2,6,9,0,1156,1,1,0,0,1,1,0,0,0
8251,normal,female,pescatarian,less frequently,wood,walk/bicycle,none,often,284,rarely,9,medium,5,2,5,21,0,1491,0,0,0,0,1,1,0,0,0
8252,normal,female,vegan,less frequently,natural gas,walk/bicycle,none,often,97,rarely,25,small,1,15,34,21,0,1238,0,0,1,1,0,0,0,1,1
8253,normal,female,vegan,twice a day,wood,walk/bicycle,none,often,262,frequently,61,medium,7,11,13,22,1,1712,0,1,1,1,1,1,1,1,0
8254,normal,male,omnivore,twice a day,natural gas,private,hybrid,often,110,rarely,5508,extra large,2,11,34,15,2,2479,1,1,0,1,0,0,1,0,0
8255,obese,male,omnivore,twice a day,electricity,private,lpg,sometimes,180,very frequently,5986,large,2,16,16,22,2,4724,1,1,0,1,0,0,1,1,1
8256,underweight,male,vegetarian,twice a day,electricity,private,electric,sometimes,177,rarely,8613,medium,2,21,36,14,2,1221,1,0,0,1,0,0,0,0,0
8257,underweight,female,vegan,more frequently,natural gas,public,bus,often,192,very frequently,397,small,4,18,37,13,1,2213,1,1,1,0,0,0,1,1,1
8258,normal,male,omnivore,less frequently,wood,public,bus,never,154,never,1492,extra large,7,19,14,23,2,2083,1,0,0,0,0,0,0,1,0
8259,normal,female,vegetarian,daily,wood,private,lpg,often,280,rarely,4508,small,4,20,11,2,2,1977,1,1,0,1,1,1,0,0,1
8260,normal,male,vegan,more frequently,wood,walk/bicycle,none,often,271,frequently,19,extra large,4,21,2,23,0,2223,1,0,0,1,0,0,1,1,1
8261,normal,female,vegan,less frequently,electricity,private,electric,never,73,frequently,7552,large,3,12,45,7,0,1753,1,0,0,0,1,1,0,1,0
8262,normal,female,pescatarian,daily,natural gas,private,lpg,often,252,frequently,2499,small,1,18,36,5,1,2513,0,0,0,1,0,0,1,1,0
8263,obese,male,omnivore,less frequently,coal,walk/bicycle,none,never,232,rarely,38,extra large,5,16,47,23,1,3007,0,1,1,1,1,1,1,1,1
8264,obese,female,omnivore,less frequently,coal,public,bus,never,85,frequently,1046,medium,3,17,32,17,1,2264,1,1,0,1,1,1,1,1,1
8265,overweight,male,pescatarian,less frequently,coal,walk/bicycle,none,sometimes,189,never,94,extra large,2,15,4,23,2,1252,0,1,1,1,0,0,1,0,1
8266,normal,male,pescatarian,twice a day,natural gas,walk/bicycle,none,never,111,very frequently,87,large,6,15,22,8,2,2768,0,0,1,1,0,0,0,0,1
8267,obese,male,pescatarian,more frequently,coal,public,bus,often,264,frequently,1887,extra large,4,16,39,17,2,3561,1,0,1,0,1,1,1,0,0
8268,overweight,female,omnivore,twice a day,coal,public,bus,never,118,frequently,1945,medium,6,23,26,24,0,2360,0,0,1,1,0,0,1,0,1
8269,overweight,female,pescatarian,twice a day,electricity,private,hybrid,sometimes,223,never,2888,large,2,23,28,7,0,1472,1,1,0,1,1,1,0,0,0
8270,underweight,male,pescatarian,daily,coal,private,petrol,often,246,very frequently,544,small,6,12,50,1,1,3437,1,0,0,0,0,0,0,0,0
8271,normal,male,vegan,twice a day,wood,walk/bicycle,none,sometimes,61,never,54,medium,1,8,35,8,1,1006,1,1,0,1,0,0,0,1,0
8272,obese,female,pescatarian,daily,electricity,private,hybrid,often,60,never,6920,small,1,1,40,19,1,2249,0,1,1,1,1,1,0,1,1
8273,overweight,female,vegetarian,less frequently,wood,walk/bicycle,none,often,123,very frequently,4,extra large,3,22,11,2,1,2413,1,0,1,1,1,1,1,0,0
8274,obese,male,pescatarian,twice a day,natural gas,public,bus,never,76,never,266,extra large,7,24,2,20,2,2175,0,0,0,0,0,0,1,1,0
8275,underweight,female,vegetarian,twice a day,wood,private,lpg,never,233,very frequently,5505,medium,3,24,39,5,1,3375,0,1,0,1,0,0,1,0,0
8276,obese,female,vegan,daily,wood,public,bus,often,94,frequently,826,medium,6,11,43,2,1,2487,1,0,0,0,0,0,1,0,1
8277,obese,male,vegetarian,twice a day,wood,walk/bicycle,none,often,129,very frequently,99,extra large,1,18,24,3,2,2914,0,0,1,0,0,0,0,0,1
8278,overweight,male,vegan,less frequently,natural gas,public,bus,sometimes,186,never,1277,large,4,22,21,21,1,1573,0,1,0,0,0,0,1,0,0
8279,normal,female,pescatarian,twice a day,electricity,private,lpg,never,105,rarely,8771,extra large,3,8,7,7,2,2919,0,0,1,1,0,0,1,1,0
8280,normal,male,vegan,more frequently,electricity,public,bus,sometimes,138,never,46,large,3,2,34,18,2,1148,0,1,0,1,1,1,0,1,0
8281,obese,female,omnivore,twice a day,natural gas,public,bus,sometimes,112,never,1401,small,7,6,44,17,2,1987,0,0,0,0,1,1,0,1,1
8282,overweight,male,pescatarian,daily,coal,public,bus,often,109,frequently,561,small,6,0,2,11,0,1877,1,0,1,1,0,0,1,1,1
